L,C,fsw,iload,rds_on,vout_max,vout_min,ripple,pin_avg,pout_avg,efficiency_spice,vin,vout,duty_cycle,delta_il,ccm,delta_vout,p_cond,p_sw,p_total_loss,efficiency_analytical,vout_spice,vout_error_pct,efficiency_error_pct,ripple_error_pct,Q_factor,ripple_abs_error
3.777164680043953e-05,0.000453283437921,896316.0099827638,4.574599928964692,0.0258678365189819,4.76926517487,4.74369001389,0.0255751609799999,-21.8009126338,20.7071160881,0.9498279469271308,12.0,5.0,0.4166666666666667,0.086150881289498,True,0.0008880144795935,0.434838870074032,0.9840689173432962,1.418907787417328,0.941589280653436,4.75647759438,-4.870448112400005,0.8749745183990894,2780.0387344705523,3.786333387114735,0.0246871465004064
3.0074519793439347e-05,4.795470041088749e-05,140793.73925634753,4.745891915695544,0.0308049149762752,4.74455508947,4.73151827514,0.0130368143300003,-22.4659160619,21.311269588,0.9486045229262576,12.0,5.0,0.4166666666666667,0.6888184218995493,True,0.0196408283622248,0.515235376233191,0.160366048540139,0.6756014247733301,0.9723171589416092,4.738036682305,-5.239266353899996,-2.438775845647252,-33.62390786391678,1.330357619586723,-0.006604014032224501
2.686247788301684e-05,0.0001670625666417,873819.3136608662,0.7951286199328723,0.0245321338263756,4.84401035309,4.80459070206,0.0394196510300002,-3.86334444647,3.70069375825,0.9578989938708112,12.0,5.0,0.4166666666666667,0.1242564918245468,True,0.0013489616559576,0.0128107879790336,0.166751698786045,0.1795624867650787,0.9567861365628898,4.824300527575,-3.513989448500006,0.11631202265526189,2822.2217589288703,15.681917247042414,0.03807068937404259
3.115734132855694e-05,7.300476748707717e-05,577096.3703769526,1.404318749654044,0.0352908814153827,4.80371665955,4.8028678894,0.0008487701500001,-6.75490620213,6.47996411118,0.9592974228327104,12.0,5.0,0.4166666666666667,0.1622101640234465,True,0.0021033713307819,0.0487742559115485,0.1945025407866357,0.2432767966981843,0.9665132647316508,4.803292274475,-3.934154510500001,-0.7465848801303185,-59.64715608800367,5.450040443024673,-0.0012546011807817998
1.9539942859244964e-05,0.0003855822358675,630482.6704230858,4.819522542869692,0.0184578470647238,4.76885318756,4.76400118649,0.0048520010700006,-23.0279366115,21.8984457194,0.950951276653422,12.0,5.0,0.4166666666666667,0.2367502002218236,True,0.0024892355268634,0.4110002464620225,0.7292701063182585,1.140270352780281,0.954819096762302,4.766427187025,-4.6714562594999975,-0.40508407529713025,94.91932433225551,4.60853459889972,0.0023627655431372
3.897141217040596e-05,6.926739061578333e-05,676406.624961077,3.1448233372935896,0.0388200060680624,4.76492261887,4.76441478729,0.0005078315800002,-15.0021303786,14.2786660352,0.9517758928137302,12.0,5.0,0.4166666666666667,0.1106452571649591,True,0.0014016456264879,0.2588952229952295,0.5105230415226211,0.7694182645178506,0.9533503116945916,4.76466870308,-4.706625938400002,-0.16514589249599732,-63.768903465801664,2.119654575176209,-0.0008938140464876999
2.635333801295037e-05,0.0004662539442505,992132.3948902556,1.8514630620800896,0.0455200291303882,4.81304264069,4.76184988022,0.0511927604700002,-8.97932701514,8.49407112327,0.9459585455511518,12.0,5.0,0.4166666666666667,0.111553072245776,True,0.0011456746196187,0.0993253650532001,0.4408551556397677,0.540180520692968,0.944865450314493,4.787446260455,-4.251074790900002,0.11568792533317433,4368.350751021962,11.359216982981993,0.0500470858503815
1.9135892542219707e-05,4.5676419964099e-05,426085.4025243965,3.598125436572146,0.0387180869750368,4.75279709697,4.75041770935,0.0023793876200004,-17.1192808642,16.2476611917,0.9490854972580806,12.0,5.0,0.4166666666666667,0.3577185148664955,True,0.0058747232324804,0.3386037198654731,0.367946093994027,0.7065498138595001,0.962210882745377,4.7516074031599995,-4.96785193680001,-1.3640861605978891,-59.49787716219296,2.1469175776615854,-0.0034953356124799995
2.4286659516681275e-05,0.0003985611157997,835807.3934109664,4.600684004399087,0.0460445915607644,4.72495889664,4.72074127197,0.0042176246699998,-21.7613746089,20.5221169397,0.9430524178057592,12.0,5.0,0.4166666666666667,0.1436854542990828,True,0.0014907710419698,0.61779369937329,0.9228685693498386,1.5406622687231286,0.9372287686101128,4.722850084305,-5.542998313900007,0.6213690179701485,182.91565580901863,4.402619676034802,0.00272685362803
3.0631581588988325e-05,0.0002561828979833,446363.2056150841,1.093981347567775,0.0087175530060215,4.8680229187,4.7685955519,0.0994273668000005,-5.31816908149,5.0906933182,0.9572266771130435,12.0,5.0,0.4166666666666667,0.2133187299300423,True,0.0023663722294921,0.0163667822456368,0.1171951250840307,0.1335619073296676,0.9761644231836956,4.8183092353,-3.633815293999998,-1.9400160076401693,4101.679074865615,13.217534221762492,0.0970609945705084
